,tweet,label,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
157,inilah cara yang dapat kita lakukan untuk mengurangi dampak banjir dan bahkan bisa mengurangi intensitas banjir di jabodetabek sahabatdipi banjir knowledgemanagementcenter bappenas httpstcokfglpthf,0,"['inilah', 'cara', 'yang', 'dapat', 'kita', 'lakukan', 'untuk', 'mengurangi', 'dampak', 'banjir', 'dan', 'bahkan', 'bisa', 'mengurangi', 'intensitas', 'banjir', 'di', 'jabodetabek', 'sahabatdipi', 'banjir', 'knowledgemanagementcenter', 'bappenas', 'httpstcokfglpthf']","['lakukan', 'mengurangi', 'dampak', 'banjir', 'mengurangi', 'intensitas', 'banjir', 'jabodetabek', 'sahabatdipi', 'banjir', 'knowledgemanagementcenter', 'bappenas', 'httpstcokfglpthf']","['laku', 'kurang', 'dampak', 'banjir', 'kurang', 'intensitas', 'banjir', 'jabodetabek', 'sahabatdipi', 'banjir', 'knowledgemanagementcenter', 'bappenas', 'httpstcokfglpthf']"
158,sahabatdipi jabodetabek masih diguyur hujan untuk beberapa hari ini nah kali ini kmc dipi bappenas mencoba mengemas analisa mengenai banjir jabodetabek faktor apa yang membuat jabodetabek khususnya jakarta banjir beberapa saat yang lalu bahkan hingga hari ini httpstcolruyisq,0,"['sahabatdipi', 'jabodetabek', 'masih', 'diguyur', 'hujan', 'untuk', 'beberapa', 'hari', 'ini', 'nah', 'kali', 'ini', 'kmc', 'dipi', 'bappenas', 'mencoba', 'mengemas', 'analisa', 'mengenai', 'banjir', 'jabodetabek', 'faktor', 'apa', 'yang', 'membuat', 'jabodetabek', 'khususnya', 'jakarta', 'banjir', 'beberapa', 'saat', 'yang', 'lalu', 'bahkan', 'hingga', 'hari', 'ini', 'httpstcolruyisq']","['sahabatdipi', 'jabodetabek', 'diguyur', 'hujan', 'kali', 'kmc', 'dipi', 'bappenas', 'mencoba', 'mengemas', 'analisa', 'banjir', 'jabodetabek', 'faktor', 'jabodetabek', 'jakarta', 'banjir', 'httpstcolruyisq']","['sahabatdipi', 'jabodetabek', 'guyur', 'hujan', 'kali', 'kmc', 'dipi', 'bappenas', 'coba', 'emas', 'analisa', 'banjir', 'jabodetabek', 'faktor', 'jabodetabek', 'jakarta', 'banjir', 'httpstcolruyisq']"
159,nissan menawarkan dukungan layanan kepada pelanggan di daerah jabodetabek dan sekitarnya yang di landa bencana banjir httpstcolzezxaqyas httpstcomlhsfw,0,"['nissan', 'menawarkan', 'dukungan', 'layanan', 'kepada', 'pelanggan', 'di', 'daerah', 'jabodetabek', 'dan', 'sekitarnya', 'yang', 'di', 'landa', 'bencana', 'banjir', 'httpstcolzezxaqyas', 'httpstcomlhsfw']","['nissan', 'menawarkan', 'dukungan', 'layanan', 'pelanggan', 'daerah', 'jabodetabek', 'landa', 'bencana', 'banjir', 'httpstcolzezxaqyas', 'httpstcomlhsfw']","['nissan', 'tawar', 'dukung', 'layan', 'langgan', 'daerah', 'jabodetabek', 'landa', 'bencana', 'banjir', 'httpstcolzezxaqyas', 'httpstcomlhsfw']"
160,asknonym kalo dom jabodetabek mending pajeronbodinya tinggi enak buat trabas banjiruddude,0,"['asknonym', 'kalo', 'dom', 'jabodetabek', 'mending', 'pajeronbodinya', 'tinggi', 'enak', 'buat', 'trabas', 'banjiruddude']","['asknonym', 'dom', 'jabodetabek', 'mending', 'pajeronbodinya', 'enak', 'trabas', 'banjiruddude']","['asknonym', 'dom', 'jabodetabek', 'mending', 'pajeronbodinya', 'enak', 'trabas', 'banjiruddude']"
161,sctv tenang pak netizen gak ngritik dan sumpah serapah kok kecuali banjir di jabodetabek hiks,0,"['sctv', 'tenang', 'pak', 'netizen', 'gak', 'ngritik', 'dan', 'sumpah', 'serapah', 'kok', 'kecuali', 'banjir', 'di', 'jabodetabek', 'hiks']","['sctv', 'tenang', 'netizen', 'ngritik', 'sumpah', 'serapah', 'kecuali', 'banjir', 'jabodetabek', 'hiks']","['sctv', 'tenang', 'netizen', 'ngritik', 'sumpah', 'serapah', 'kecuali', 'banjir', 'jabodetabek', 'hiks']"
162,rt dwikorita fgd penguatan ekosistem mitigasi banjir jabodetabek httpstcoqwjbrfdpql,0,"['rt', 'dwikorita', 'fgd', 'penguatan', 'ekosistem', 'mitigasi', 'banjir', 'jabodetabek', 'httpstcoqwjbrfdpql']","['dwikorita', 'fgd', 'penguatan', 'ekosistem', 'mitigasi', 'banjir', 'jabodetabek', 'httpstcoqwjbrfdpql']","['dwikorita', 'fgd', 'kuat', 'ekosistem', 'mitigasi', 'banjir', 'jabodetabek', 'httpstcoqwjbrfdpql']"
163,ubanjir jabodetabeknutiktoknuningsih tinampinukeraton agung sejagatnusunda empirenuvirus coronannmana yang akan jadi top viral d bulan januari ini udeudd,0,"['ubanjir', 'jabodetabeknutiktoknuningsih', 'tinampinukeraton', 'agung', 'sejagatnusunda', 'empirenuvirus', 'coronannmana', 'yang', 'akan', 'jadi', 'top', 'viral', 'd', 'bulan', 'januari', 'ini', 'udeudd']","['ubanjir', 'jabodetabeknutiktoknuningsih', 'tinampinukeraton', 'agung', 'sejagatnusunda', 'empirenuvirus', 'coronannmana', 'top', 'viral', 'januari', 'udeudd']","['ubanjir', 'jabodetabeknutiktoknuningsih', 'tinampinukeraton', 'agung', 'sejagatnusunda', 'empirenuvirus', 'coronannmana', 'top', 'viral', 'januari', 'udeudd']"
164,dalam sukacita merayakan natal tidak lupa kita juga tetap berempati kepada saudara kita yang mengalami musibah pada berbagai korban bencana alam termasuk yang paling terakhir korban banjir jabodetabek banten amp daerah sekitar di indonesia sahabatbagisemua natalparlemen,0,"['dalam', 'sukacita', 'merayakan', 'natal', 'tidak', 'lupa', 'kita', 'juga', 'tetap', 'berempati', 'kepada', 'saudara', 'kita', 'yang', 'mengalami', 'musibah', 'pada', 'berbagai', 'korban', 'bencana', 'alam', 'termasuk', 'yang', 'paling', 'terakhir', 'korban', 'banjir', 'jabodetabek', 'banten', 'amp', 'daerah', 'sekitar', 'di', 'indonesia', 'sahabatbagisemua', 'natalparlemen']","['sukacita', 'merayakan', 'natal', 'lupa', 'berempati', 'saudara', 'mengalami', 'musibah', 'korban', 'bencana', 'alam', 'korban', 'banjir', 'jabodetabek', 'banten', 'daerah', 'indonesia', 'sahabatbagisemua', 'natalparlemen']","['sukacita', 'raya', 'natal', 'lupa', 'empat', 'saudara', 'alami', 'musibah', 'korban', 'bencana', 'alam', 'korban', 'banjir', 'jabodetabek', 'banten', 'daerah', 'indonesia', 'sahabatbagisemua', 'natalparlemen']"
165,rt tampaidentitass dalam sukacita merayakan natal tidak lupa kita juga tetap berempati kepada saudara kita yang mengalami musibah padau,0,"['rt', 'tampaidentitass', 'dalam', 'sukacita', 'merayakan', 'natal', 'tidak', 'lupa', 'kita', 'juga', 'tetap', 'berempati', 'kepada', 'saudara', 'kita', 'yang', 'mengalami', 'musibah', 'padau']","['tampaidentitass', 'sukacita', 'merayakan', 'natal', 'lupa', 'berempati', 'saudara', 'mengalami', 'musibah', 'padau']","['tampaidentitass', 'sukacita', 'raya', 'natal', 'lupa', 'empat', 'saudara', 'alami', 'musibah', 'padau']"
166,termasuk yang paling terakhir korban banjir jabodetabek banten dan daerah sekitar di indonesiaud ucap mercy di komplek parlemen senayan jakarta selasa nsahabatbagisemua natalparlemen mahesatiwi anandao mascepukid ellogulai,0,"['termasuk', 'yang', 'paling', 'terakhir', 'korban', 'banjir', 'jabodetabek', 'banten', 'dan', 'daerah', 'sekitar', 'di', 'indonesiaud', 'ucap', 'mercy', 'di', 'komplek', 'parlemen', 'senayan', 'jakarta', 'selasa', 'nsahabatbagisemua', 'natalparlemen', 'mahesatiwi', 'anandao', 'mascepukid', 'ellogulai']","['korban', 'banjir', 'jabodetabek', 'banten', 'daerah', 'indonesiaud', 'mercy', 'komplek', 'parlemen', 'senayan', 'jakarta', 'selasa', 'nsahabatbagisemua', 'natalparlemen', 'mahesatiwi', 'anandao', 'mascepukid', 'ellogulai']","['korban', 'banjir', 'jabodetabek', 'banten', 'daerah', 'indonesiaud', 'mercy', 'komplek', 'parlemen', 'senayan', 'jakarta', 'selasa', 'nsahabatbagisemua', 'natalparlemen', 'mahesatiwi', 'anandao', 'mascepukid', 'ellogulai']"
167,rt maklambeturah msaiddidu aniesbaswedan kali banjir trakhir saja katulampa normal emang aer kiriman dari manenn jan katulampau,0,"['rt', 'maklambeturah', 'msaiddidu', 'aniesbaswedan', 'kali', 'banjir', 'trakhir', 'saja', 'katulampa', 'normal', 'emang', 'aer', 'kiriman', 'dari', 'manenn', 'jan', 'katulampau']","['maklambeturah', 'msaiddidu', 'aniesbaswedan', 'kali', 'banjir', 'trakhir', 'katulampa', 'normal', 'emang', 'aer', 'kiriman', 'manenn', 'jan', 'katulampau']","['maklambeturah', 'msaiddidu', 'aniesbaswedan', 'kali', 'banjir', 'trakhir', 'katulampa', 'normal', 'emang', 'aer', 'kirim', 'manenn', 'jan', 'katulampau']"
168,dki dan pusat kerap tak cocok soal skema mulai dari banjir hingga revitalisasi monas httpstcowdbcqedi,0,"['dki', 'dan', 'pusat', 'kerap', 'tak', 'cocok', 'soal', 'skema', 'mulai', 'dari', 'banjir', 'hingga', 'revitalisasi', 'monas', 'httpstcowdbcqedi']","['dki', 'pusat', 'kerap', 'cocok', 'skema', 'banjir', 'revitalisasi', 'monas', 'httpstcowdbcqedi']","['dki', 'pusat', 'kerap', 'cocok', 'skema', 'banjir', 'revitalisasi', 'monas', 'httpstcowdbcqedi']"
169,rt republikaonline dki dan pusat kerap tak cocok soal skema mulai dari banjir hingga revitalisasi monas httpstcowdbcqedi,0,"['rt', 'republikaonline', 'dki', 'dan', 'pusat', 'kerap', 'tak', 'cocok', 'soal', 'skema', 'mulai', 'dari', 'banjir', 'hingga', 'revitalisasi', 'monas', 'httpstcowdbcqedi']","['republikaonline', 'dki', 'pusat', 'kerap', 'cocok', 'skema', 'banjir', 'revitalisasi', 'monas', 'httpstcowdbcqedi']","['republikaonline', 'dki', 'pusat', 'kerap', 'cocok', 'skema', 'banjir', 'revitalisasi', 'monas', 'httpstcowdbcqedi']"
170,dalam rangka kegiatan gunadarma peduli pada tanggal januari januari kami mengadakan penggalangan dana untuk korban banjir jabodetabek dan menyalurkan bantuan berupa bahan pangan baju yang layak pakai dan air bersih,0,"['dalam', 'rangka', 'kegiatan', 'gunadarma', 'peduli', 'pada', 'tanggal', 'januari', 'januari', 'kami', 'mengadakan', 'penggalangan', 'dana', 'untuk', 'korban', 'banjir', 'jabodetabek', 'dan', 'menyalurkan', 'bantuan', 'berupa', 'bahan', 'pangan', 'baju', 'yang', 'layak', 'pakai', 'dan', 'air', 'bersih']","['rangka', 'kegiatan', 'gunadarma', 'peduli', 'tanggal', 'januari', 'januari', 'mengadakan', 'penggalangan', 'dana', 'korban', 'banjir', 'jabodetabek', 'menyalurkan', 'bantuan', 'bahan', 'pangan', 'baju', 'layak', 'pakai', 'air', 'bersih']","['rangka', 'giat', 'gunadarma', 'peduli', 'tanggal', 'januari', 'januari', 'ada', 'galang', 'dana', 'korban', 'banjir', 'jabodetabek', 'salur', 'bantu', 'bahan', 'pangan', 'baju', 'layak', 'pakai', 'air', 'bersih']"
171,tren januari mulai awal tahun jabodetabek dilanda banjir sampe muncul sunda empire httpstcovunpncfcu,0,"['tren', 'januari', 'mulai', 'awal', 'tahun', 'jabodetabek', 'dilanda', 'banjir', 'sampe', 'muncul', 'sunda', 'empire', 'httpstcovunpncfcu']","['tren', 'januari', 'jabodetabek', 'dilanda', 'banjir', 'sampe', 'muncul', 'sunda', 'empire', 'httpstcovunpncfcu']","['tren', 'januari', 'jabodetabek', 'landa', 'banjir', 'sampe', 'muncul', 'sunda', 'empire', 'httpstcovunpncfcu']"
172,rt bbtmcbppt tmc untuk cegah banjir jabodetabekn bpptri tpsabppt nnhttpstcovmhjfpnme,0,"['rt', 'bbtmcbppt', 'tmc', 'untuk', 'cegah', 'banjir', 'jabodetabekn', 'bpptri', 'tpsabppt', 'nnhttpstcovmhjfpnme']","['bbtmcbppt', 'tmc', 'cegah', 'banjir', 'jabodetabekn', 'bpptri', 'tpsabppt', 'nnhttpstcovmhjfpnme']","['bbtmcbppt', 'tmc', 'cegah', 'banjir', 'jabodetabekn', 'bpptri', 'tpsabppt', 'nnhttpstcovmhjfpnme']"
173,rt bpptri pelaksanaan tmc di wilayah jabodetabek dilakukan oleh bppt bekerjasama dengan tniau dan infobmkg sebagai tindak lanjutu,0,"['rt', 'bpptri', 'pelaksanaan', 'tmc', 'di', 'wilayah', 'jabodetabek', 'dilakukan', 'oleh', 'bppt', 'bekerjasama', 'dengan', 'tniau', 'dan', 'infobmkg', 'sebagai', 'tindak', 'lanjutu']","['bpptri', 'pelaksanaan', 'tmc', 'wilayah', 'jabodetabek', 'bppt', 'bekerjasama', 'tniau', 'infobmkg', 'tindak', 'lanjutu']","['bpptri', 'laksana', 'tmc', 'wilayah', 'jabodetabek', 'bppt', 'bekerjasama', 'tniau', 'infobmkg', 'tindak', 'lanjutu']"
174,mugo mugo jabodetabek ra banjiruddudef,0,"['mugo', 'mugo', 'jabodetabek', 'ra', 'banjiruddudef']","['mugo', 'mugo', 'jabodetabek', 'ra', 'banjiruddudef']","['mugo', 'mugo', 'jabodetabek', 'ra', 'banjiruddudef']"
175,aldysuhanda baru januari dunia udah banyak huru hara nkonflik usairannbanjir ibu kota amp jabodetabeknvirus koronanbanjir bandang bondowosonmuncul banyak kerajaan baru ndllnsemoga ini semua bukan pertanda dunia akan segera berakhir aminnn,0,"['aldysuhanda', 'baru', 'januari', 'dunia', 'udah', 'banyak', 'huru', 'hara', 'nkonflik', 'usairannbanjir', 'ibu', 'kota', 'amp', 'jabodetabeknvirus', 'koronanbanjir', 'bandang', 'bondowosonmuncul', 'banyak', 'kerajaan', 'baru', 'ndllnsemoga', 'ini', 'semua', 'bukan', 'pertanda', 'dunia', 'akan', 'segera', 'berakhir', 'aminnn']","['aldysuhanda', 'januari', 'dunia', 'udah', 'huru', 'hara', 'nkonflik', 'usairannbanjir', 'kota', 'jabodetabeknvirus', 'koronanbanjir', 'bandang', 'bondowosonmuncul', 'kerajaan', 'ndllnsemoga', 'pertanda', 'dunia', 'aminnn']","['aldysuhanda', 'januari', 'dunia', 'udah', 'huru', 'hara', 'nkonflik', 'usairannbanjir', 'kota', 'jabodetabeknvirus', 'koronanbanjir', 'bandang', 'bondowosonmuncul', 'raja', 'ndllnsemoga', 'tanda', 'dunia', 'aminnn']"
176,cara mengurus stnk dan bpkb hilang banjir atau rusaknnmengurus stnk dan bpkb hilanguabanjir hujan deras yang mengguyur jabodetabek di awal tahun membuat beberapa daerah terendam banjir dengan tingkat ketinggian yang bervariasi banyak daerah yang tu httpstcogiltssbdm,0,"['cara', 'mengurus', 'stnk', 'dan', 'bpkb', 'hilang', 'banjir', 'atau', 'rusaknnmengurus', 'stnk', 'dan', 'bpkb', 'hilanguabanjir', 'hujan', 'deras', 'yang', 'mengguyur', 'jabodetabek', 'di', 'awal', 'tahun', 'membuat', 'beberapa', 'daerah', 'terendam', 'banjir', 'dengan', 'tingkat', 'ketinggian', 'yang', 'bervariasi', 'banyak', 'daerah', 'yang', 'tu', 'httpstcogiltssbdm']","['mengurus', 'stnk', 'bpkb', 'hilang', 'banjir', 'rusaknnmengurus', 'stnk', 'bpkb', 'hilanguabanjir', 'hujan', 'deras', 'mengguyur', 'jabodetabek', 'daerah', 'terendam', 'banjir', 'tingkat', 'ketinggian', 'bervariasi', 'daerah', 'tu', 'httpstcogiltssbdm']","['urus', 'stnk', 'bpkb', 'hilang', 'banjir', 'rusaknnmengurus', 'stnk', 'bpkb', 'hilanguabanjir', 'hujan', 'deras', 'guyur', 'jabodetabek', 'daerah', 'rendam', 'banjir', 'tingkat', 'tinggi', 'variasi', 'daerah', 'tu', 'httpstcogiltssbdm']"
177,cara klaim asuransi mobil banjirnncara klaim asuransi mobil banjir awal tahun lalu hujan deras yang terus mengguyur jabodetabek selama beberapa hari menyebabkan banjir di berbagai titik ketinggiannya bervariasi ada yang hanya sebatas mata kakiu httpstcofhencgc,0,"['cara', 'klaim', 'asuransi', 'mobil', 'banjirnncara', 'klaim', 'asuransi', 'mobil', 'banjir', 'awal', 'tahun', 'lalu', 'hujan', 'deras', 'yang', 'terus', 'mengguyur', 'jabodetabek', 'selama', 'beberapa', 'hari', 'menyebabkan', 'banjir', 'di', 'berbagai', 'titik', 'ketinggiannya', 'bervariasi', 'ada', 'yang', 'hanya', 'sebatas', 'mata', 'kakiu', 'httpstcofhencgc']","['klaim', 'asuransi', 'mobil', 'banjirnncara', 'klaim', 'asuransi', 'mobil', 'banjir', 'hujan', 'deras', 'mengguyur', 'jabodetabek', 'menyebabkan', 'banjir', 'titik', 'ketinggiannya', 'bervariasi', 'sebatas', 'mata', 'kakiu', 'httpstcofhencgc']","['klaim', 'asuransi', 'mobil', 'banjirnncara', 'klaim', 'asuransi', 'mobil', 'banjir', 'hujan', 'deras', 'guyur', 'jabodetabek', 'sebab', 'banjir', 'titik', 'tinggi', 'variasi', 'batas', 'mata', 'kakiu', 'httpstcofhencgc']"
178,rt kementerianlhk selamat pagi sobathijau infobmkg memberi info adanya potensi hujan lebat di jabodetabek mulai hari ini sampai akhiru,0,"['rt', 'kementerianlhk', 'selamat', 'pagi', 'sobathijau', 'infobmkg', 'memberi', 'info', 'adanya', 'potensi', 'hujan', 'lebat', 'di', 'jabodetabek', 'mulai', 'hari', 'ini', 'sampai', 'akhiru']","['kementerianlhk', 'selamat', 'pagi', 'sobathijau', 'infobmkg', 'info', 'potensi', 'hujan', 'lebat', 'jabodetabek', 'akhiru']","['kementerianlhk', 'selamat', 'pagi', 'sobathijau', 'infobmkg', 'info', 'potensi', 'hujan', 'lebat', 'jabodetabek', 'akhiru']"
179,rt republikaonline gemilang indonesia bersama komunitas tangan di atas dan lainnya bantu warga httpstcocaffcroh,0,"['rt', 'republikaonline', 'gemilang', 'indonesia', 'bersama', 'komunitas', 'tangan', 'di', 'atas', 'dan', 'lainnya', 'bantu', 'warga', 'httpstcocaffcroh']","['republikaonline', 'gemilang', 'indonesia', 'komunitas', 'tangan', 'bantu', 'warga', 'httpstcocaffcroh']","['republikaonline', 'gemilang', 'indonesia', 'komunitas', 'tangan', 'bantu', 'warga', 'httpstcocaffcroh']"
180,tidak cukupkah kita mengawali awal tahun dengan berbagai macam tragedi banjir di jabodetabek kebakaran di australia banjir bandang di beberapa daerah climate change di eropa erupsi gunung di philiphina dan epidemi virus corona di chinanncoronavirus,0,"['tidak', 'cukupkah', 'kita', 'mengawali', 'awal', 'tahun', 'dengan', 'berbagai', 'macam', 'tragedi', 'banjir', 'di', 'jabodetabek', 'kebakaran', 'di', 'australia', 'banjir', 'bandang', 'di', 'beberapa', 'daerah', 'climate', 'change', 'di', 'eropa', 'erupsi', 'gunung', 'di', 'philiphina', 'dan', 'epidemi', 'virus', 'corona', 'di', 'chinanncoronavirus']","['mengawali', 'tragedi', 'banjir', 'jabodetabek', 'kebakaran', 'australia', 'banjir', 'bandang', 'daerah', 'climate', 'change', 'eropa', 'erupsi', 'gunung', 'philiphina', 'epidemi', 'virus', 'corona', 'chinanncoronavirus']","['awal', 'tragedi', 'banjir', 'jabodetabek', 'bakar', 'australia', 'banjir', 'bandang', 'daerah', 'climate', 'change', 'eropa', 'erupsi', 'gunung', 'philiphina', 'epidemi', 'virus', 'corona', 'chinanncoronavirus']"
181,daya insani turut berduka atas bencana banjir yang menimpa sejumlah wilayah di jabodetabek semoga yang rusak mendapatkan yang lebih baik dan yang ditinggalkan diberikan kelapangan hati httpstcopyvppcxjx,0,"['daya', 'insani', 'turut', 'berduka', 'atas', 'bencana', 'banjir', 'yang', 'menimpa', 'sejumlah', 'wilayah', 'di', 'jabodetabek', 'semoga', 'yang', 'rusak', 'mendapatkan', 'yang', 'lebih', 'baik', 'dan', 'yang', 'ditinggalkan', 'diberikan', 'kelapangan', 'hati', 'httpstcopyvppcxjx']","['daya', 'insani', 'berduka', 'bencana', 'banjir', 'menimpa', 'wilayah', 'jabodetabek', 'semoga', 'rusak', 'ditinggalkan', 'kelapangan', 'hati', 'httpstcopyvppcxjx']","['daya', 'insani', 'duka', 'bencana', 'banjir', 'timpa', 'wilayah', 'jabodetabek', 'moga', 'rusak', 'tinggal', 'lapang', 'hati', 'httpstcopyvppcxjx']"
182,bmkg menyebut sejumlah wilayah di indonesia berpotensi mengalami hujan httpstcohbvfxzknj,0,"['bmkg', 'menyebut', 'sejumlah', 'wilayah', 'di', 'indonesia', 'berpotensi', 'mengalami', 'hujan', 'httpstcohbvfxzknj']","['bmkg', 'menyebut', 'wilayah', 'indonesia', 'berpotensi', 'mengalami', 'hujan', 'httpstcohbvfxzknj']","['bmkg', 'sebut', 'wilayah', 'indonesia', 'potensi', 'alami', 'hujan', 'httpstcohbvfxzknj']"
183,ucforum komunitas bikers jabodetabek peduli bencana banjir dan longsor lebak bantenud by adiuapro httpstcobwfjeim httpstcoyzptyomjfz,0,"['ucforum', 'komunitas', 'bikers', 'jabodetabek', 'peduli', 'bencana', 'banjir', 'dan', 'longsor', 'lebak', 'bantenud', 'by', 'adiuapro', 'httpstcobwfjeim', 'httpstcoyzptyomjfz']","['ucforum', 'komunitas', 'bikers', 'jabodetabek', 'peduli', 'bencana', 'banjir', 'longsor', 'lebak', 'bantenud', 'by', 'adiuapro', 'httpstcobwfjeim', 'httpstcoyzptyomjfz']","['ucforum', 'komunitas', 'bikers', 'jabodetabek', 'peduli', 'bencana', 'banjir', 'longsor', 'lebak', 'bantenud', 'by', 'adiuapro', 'httpstcobwfjeim', 'httpstcoyzptyomjfz']"
184,klhk akan terus melakukan langkahlangkah terukur untuk mengatasi banjir di wilayah jakarta bogor depok tangerang dan bekasi jabodetabek juga kabupaten lebak,0,"['klhk', 'akan', 'terus', 'melakukan', 'langkahlangkah', 'terukur', 'untuk', 'mengatasi', 'banjir', 'di', 'wilayah', 'jakarta', 'bogor', 'depok', 'tangerang', 'dan', 'bekasi', 'jabodetabek', 'juga', 'kabupaten', 'lebak']","['klhk', 'langkahlangkah', 'terukur', 'mengatasi', 'banjir', 'wilayah', 'jakarta', 'bogor', 'depok', 'tangerang', 'bekasi', 'jabodetabek', 'kabupaten', 'lebak']","['klhk', 'langkahlangkah', 'ukur', 'atas', 'banjir', 'wilayah', 'jakarta', 'bogor', 'depok', 'tangerang', 'bekas', 'jabodetabek', 'kabupaten', 'lebak']"
185,rt kementerianlhk klhk akan terus melakukan langkahlangkah terukur untuk mengatasi banjir di wilayah jakarta bogor depok tangeranu,0,"['rt', 'kementerianlhk', 'klhk', 'akan', 'terus', 'melakukan', 'langkahlangkah', 'terukur', 'untuk', 'mengatasi', 'banjir', 'di', 'wilayah', 'jakarta', 'bogor', 'depok', 'tangeranu']","['kementerianlhk', 'klhk', 'langkahlangkah', 'terukur', 'mengatasi', 'banjir', 'wilayah', 'jakarta', 'bogor', 'depok', 'tangeranu']","['kementerianlhk', 'klhk', 'langkahlangkah', 'ukur', 'atas', 'banjir', 'wilayah', 'jakarta', 'bogor', 'depok', 'tangeranu']"
186,banjir jabodetabek world war australia wildfire kobe bryant meninggal virus coronanahh what a good way to start the year,0,"['banjir', 'jabodetabek', 'world', 'war', 'australia', 'wildfire', 'kobe', 'bryant', 'meninggal', 'virus', 'coronanahh', 'what', 'a', 'good', 'way', 'to', 'start', 'the', 'year']","['banjir', 'jabodetabek', 'world', 'war', 'australia', 'wildfire', 'kobe', 'bryant', 'meninggal', 'virus', 'coronanahh', 'what', 'a', 'good', 'way', 'to', 'start', 'the', 'year']","['banjir', 'jabodetabek', 'world', 'war', 'australia', 'wildfire', 'kobe', 'bryant', 'tinggal', 'virus', 'coronanahh', 'what', 'a', 'good', 'way', 'to', 'start', 'the', 'year']"
187,rt henrijova selamat yanwarga jakardah sudah pny tiang toa peringatan banjir nwkwkwkkknuddudeuddudenntelan dana rp m bpbd dki tambah alat peru,0,"['rt', 'henrijova', 'selamat', 'yanwarga', 'jakardah', 'sudah', 'pny', 'tiang', 'toa', 'peringatan', 'banjir', 'nwkwkwkkknuddudeuddudenntelan', 'dana', 'rp', 'm', 'bpbd', 'dki', 'tambah', 'alat', 'peru']","['henrijova', 'selamat', 'yanwarga', 'jakardah', 'pny', 'tiang', 'toa', 'peringatan', 'banjir', 'nwkwkwkkknuddudeuddudenntelan', 'dana', 'rp', 'm', 'bpbd', 'dki', 'alat', 'peru']","['henrijova', 'selamat', 'yanwarga', 'jakardah', 'pny', 'tiang', 'toa', 'ingat', 'banjir', 'nwkwkwkkknuddudeuddudenntelan', 'dana', 'rp', 'm', 'bpbd', 'dki', 'alat', 'peru']"
188,rofiiiiah kapan rupiah menguat kasus jiwasraya banjir jabodetabek pembentukan pansus atau panja kpk yang semakin melemah kantor pdip gagal digeledah dll,0,"['rofiiiiah', 'kapan', 'rupiah', 'menguat', 'kasus', 'jiwasraya', 'banjir', 'jabodetabek', 'pembentukan', 'pansus', 'atau', 'panja', 'kpk', 'yang', 'semakin', 'melemah', 'kantor', 'pdip', 'gagal', 'digeledah', 'dll']","['rofiiiiah', 'rupiah', 'menguat', 'jiwasraya', 'banjir', 'jabodetabek', 'pembentukan', 'pansus', 'panja', 'kpk', 'melemah', 'kantor', 'pdip', 'gagal', 'digeledah', 'dll']","['rofiiiiah', 'rupiah', 'kuat', 'jiwasraya', 'banjir', 'jabodetabek', 'bentuk', 'pansus', 'panja', 'kpk', 'lemah', 'kantor', 'pdip', 'gagal', 'geledah', 'dll']"
189,ada empat flood gate sebelum air banjir sempat masuk ke dalam stasiun mrt httpstcoqhhykhlpv,0,"['ada', 'empat', 'flood', 'gate', 'sebelum', 'air', 'banjir', 'sempat', 'masuk', 'ke', 'dalam', 'stasiun', 'mrt', 'httpstcoqhhykhlpv']","['flood', 'gate', 'air', 'banjir', 'masuk', 'stasiun', 'mrt', 'httpstcoqhhykhlpv']","['flood', 'gate', 'air', 'banjir', 'masuk', 'stasiun', 'mrt', 'httpstcoqhhykhlpv']"
190,itu terlihat dari tingginya pembelian hunian bertingkat ini di beberapa lokasi httpstcobpqwueiog,0,"['itu', 'terlihat', 'dari', 'tingginya', 'pembelian', 'hunian', 'bertingkat', 'ini', 'di', 'beberapa', 'lokasi', 'httpstcobpqwueiog']","['tingginya', 'pembelian', 'hunian', 'bertingkat', 'lokasi', 'httpstcobpqwueiog']","['tinggi', 'beli', 'huni', 'tingkat', 'lokasi', 'httpstcobpqwueiog']"
191,kalau kamu mencari rumah di perkotaan seperti jabodetabek jakarta bogor depok tangerang bekasi salah satu hal yang harus kamu pertimbangkan adalah banjir httpstcogyjnqpiog,0,"['kalau', 'kamu', 'mencari', 'rumah', 'di', 'perkotaan', 'seperti', 'jabodetabek', 'jakarta', 'bogor', 'depok', 'tangerang', 'bekasi', 'salah', 'satu', 'hal', 'yang', 'harus', 'kamu', 'pertimbangkan', 'adalah', 'banjir', 'httpstcogyjnqpiog']","['mencari', 'rumah', 'perkotaan', 'jabodetabek', 'jakarta', 'bogor', 'depok', 'tangerang', 'bekasi', 'salah', 'pertimbangkan', 'banjir', 'httpstcogyjnqpiog']","['cari', 'rumah', 'kota', 'jabodetabek', 'jakarta', 'bogor', 'depok', 'tangerang', 'bekas', 'salah', 'timbang', 'banjir', 'httpstcogyjnqpiog']"
